serial_nr,stationid,stationname,state,source,vertical_datum,NOAA lon,NOAA lat,navd_to_msl [ft],navd_to_msl [m],Datum Source,lon,lat,bathy,Element,Node
17,8461490,New London,CT,NOAA_NOS,MSL,-72.086700,41.355000,0.30,0.09,NOAA gage,-72.075064,41.314208,8.584,7657790,3877646
18,8465705,New Haven,CT,NOAA_NOS,MSL,-72.908300,41.283300,0.36,0.11,NOAA gage,-72.907541,41.270027,3.788,25461783,1694400
19,8467150,Bridegport,CT,NOAA_NOS,MSL,-73.181700,41.173300,0.22,0.07,NOAA gage,-73.179328,41.160298,4.882,2398307,1220955
20,8510560,Montauk,NY,NOAA_NOS,MSL,-71.960000,41.048300,0.33,0.10,NOAA gage,-71.962518,41.048357,12.943,8469170,4286087
21,8516945,Kings Point,NY,NOAA_NOS,MSL,-73.767883,40.810310,0.27,0.08,NOAA gage,-73.767904,40.810579,7.181,1178151,602059
22,8518750,The Battery,NY,NOAA_NOS,MSL,-74.014200,40.699296,0.20,0.06,NOAA gage,-74.036809,40.610060,1.543,8506614,4285781
23,8518962,Turkey Point Hudson River NERRS,NY,NOAA_NOS,MSL,-73.939200,42.013900,NaN,NaN,NOAA gage,-73.641263,41.004538,1.604,1456778,743583
24,8519483,Bergen Point West Reach,NY,NOAA_NOS,MSL,-74.141670,40.636670,0.18,0.05,NOAA gage,-74.080178,40.576352,-0.515,19534659,4266598
25,8531680,Sandy Hook,NJ,NOAA_NOS,MSL,-74.010000,40.466700,0.24,0.07,NOAA gage,-74.009664,40.467124,2.503,9146004,4625536
26,8534720,Atlantic City,NJ,NOAA_NOS,MSL,-74.418300,39.355000,0.40,0.12,NOAA gage,-74.419960,39.353856,3.763,10056020,5070609
27,8536110,Cape May Ferry Terminal,NJ,NOAA_NOS,MSL,-74.960000,38.968330,0.45,0.14,NOAA gage,-74.967148,38.964866,4.246,9645155,4874702
28,8537121,Ship John Shoal,NJ,NOAA_NOS,MSL,-75.375000,39.305000,0.13,0.04,NOAA gage,-75.375543,39.303954,8.428,6443928,3264901
29,8539094,Burlington Delaware River,NJ,NOAA_NOS,MSL,-74.873330,40.080000,-0.59,-0.18,NOAA gage,-74.265460,40.471230,0.300,18280041,3635883
30,8540433,Marcus Hook,PA,NOAA_NOS,MSL,-75.410000,39.811700,-0.16,-0.05,NOAA gage,-75.526238,39.560790,2.275,4754875,2398514
31,8545240,Philadelphia,PA,NOAA_NOS,MSL,-75.141670,39.933330,-0.38,-0.12,NOAA gage,-75.526238,39.560790,2.275,4754875,2398514
32,8548989,Newbold,PA,NOAA_NOS,MSL,-74.751900,40.137300,-0.53,-0.16,NOAA gage,-74.265460,40.471230,0.300,18280041,3635883
33,8551762,Delaware City,DE,NOAA_NOS,MSL,-75.588300,39.581700,0.03,0.01,NOAA gage,-75.563923,39.557240,1.310,15850637,2428427
34,8551910,Reedy Point,DE,NOAA_NOS,MSL,-75.573310,39.558310,0.05,0.02,NOAA gage,-75.563923,39.557240,1.310,15850637,2428427
35,8555889,Brandywine Shoa Light,DE,NOAA_NOS,MSL,-75.113300,38.985000,-0.30,-0.09,NOAA gage,-75.110677,38.984293,6.671,9078838,4591975
36,8557380,Lewes,DE,NOAA_NOS,MSL,-75.119160,38.785756,0.40,0.12,NOAA gage,-75.121083,38.785200,3.617,9483504,4779783
37,8570283,Ocean City Inlet,MD,NOAA_NOS,MSL,-75.091670,38.328330,0.36,0.11,NOAA gage,-75.090580,38.326970,3.720,10000827,5042564
38,8571421,Bishops Head,MD,NOAA_NOS,MSL,-76.038670,38.220390,0.23,0.07,NOAA gage,-76.037193,38.219542,0.390,2631133,1329911
39,8571892,Cambridge,MD,NOAA_NOS,MSL,-76.068300,38.573300,0.09,0.03,NOAA gage,-76.151805,38.631716,13.468,23454198,671280
40,8573364,Tolchester Beach,MD,NOAA_NOS,MSL,-76.245000,39.213330,0.09,0.03,NOAA gage,-76.247642,39.211422,9.622,795862,407395
41,8573927,Chesapeake City,MD,NOAA_NOS,MSL,-75.810000,39.526700,-0.03,-0.01,NOAA gage,-75.981344,39.521776,1.365,11632445,288640
42,8574680,Baltimore,MD,NOAA_NOS,MSL,-76.578330,39.266670,0.03,0.01,NOAA gage,-76.450475,39.186705,6.962,855090,435256
43,8575512,Annapolis,MD,NOAA_NOS,MSL,-76.481560,38.983280,0.05,0.02,NOAA gage,-76.460861,38.971230,6.437,1127077,572956
44,8577330,Solomons Island,MD,NOAA_NOS,MSL,-76.451670,38.316670,0.09,0.03,NOAA gage,-76.396662,38.316010,4.784,2262281,1151872
45,8594900,Washington,DC,NOAA_NOS,MSL,-77.021670,38.873330,-0.15,-0.05,NOAA gage,-76.546514,38.766864,1.553,12413397,688264
46,8631044,Wachapreague,VA,NOAA_NOS,MSL,-75.685830,37.607780,0.35,0.11,NOAA gage,-75.612027,37.599530,0.916,20833021,4923768
47,8632200,Kiptopeke,VA,NOAA_NOS,MSL,-75.988300,37.166700,0.48,0.15,NOAA gage,-75.987881,37.164585,5.449,9306484,4705685
48,8635027,Dahlgren,VA,NOAA_NOS,MSL,-77.036610,38.319750,0.08,0.02,NOAA gage,-76.997813,38.315950,6.381,1197447,608564
49,8635750,Lewisetta,VA,NOAA_NOS,MSL,-76.464440,37.996110,0.07,0.02,NOAA gage,-76.467020,37.996770,2.197,13887892,1436020
50,8636580,Windmill Point,VA,NOAA_NOS,MSL,-76.290000,37.616110,0.44,0.13,NOAA gage,-76.292421,37.611621,2.998,5698130,2888675
51,8637689,Yorktown USGS Training Center,VA,NOAA_NOS,MSL,-76.478800,37.226500,0.25,0.08,NOAA gage,-76.476737,37.225982,9.146,6540082,3297228
52,8638610,Sewells Point,VA,NOAA_NOS,MSL,-76.330000,36.946670,0.25,0.08,NOAA gage,-76.330124,36.946953,10.014,9307181,4690375
53,8638901,CBBT Chesapeake Channel,VA,NOAA_NOS,MSL,-76.083333,37.033333,0.42,0.13,NOAA gage,-76.082839,37.033426,13.052,9337403,4721127
54,8651370,Duck Pier,NC,NOAA_NOS,MSL,-75.746670,36.183330,0.42,0.13,NOAA gage,-75.745660,36.183352,6.568,10376334,5238694
55,8652587,Oregon Inlet Marina,NC,NOAA_NOS,MSL,-75.548300,35.795000,0.12,0.04,NOAA gage,-75.548280,35.794996,2.617,20854753,4946261
56,8654467,USCG Hatteras,NC,NOAA_NOS,MSL,-75.704170,35.208640,0.11,0.03,NOAA gage,-75.704953,35.209707,-0.025,10593882,5347335
57,8656483,Beaufort,NC,NOAA_NOS,MSL,-76.670000,34.720000,0.37,0.11,NOAA gage,-76.669998,34.720001,1.083,10360592,5230834
58,8658120,Wilmington,NC,NOAA_NOS,MSL,-77.953610,34.227500,0.16,0.05,NOAA gage,-77.953535,34.227605,1.500,10997897,5549075
59,8658163,Wrightsville Beach,NC,NOAA_NOS,MSL,-77.784973,34.213310,0.56,0.17,NOAA gage,-77.783737,34.213238,7.518,10887063,5492893
60,8661070,Springmaid Pier,SC,NOAA_NOS,MSL,-78.916384,33.655000,0.45,0.14,NOAA gage,-78.916480,33.654717,5.980,9700134,4902140
61,8662245,Oyster Landing (N. Inlet Estuary),SC,NOAA_NOS,MSL,-79.186700,33.351700,0.02,0.01,NOAA gage,-79.186713,33.352064,-0.140,20765403,4901757
62,8665530,Charleston Harbor,SC,NOAA_NOS,MSL,-79.922178,32.781700,0.22,0.07,NOAA gage,-79.922438,32.781335,11.430,8979774,4542437
63,8670870,Fort Pulaski,GA,NOAA_NOS,MSL,-80.901700,32.034612,0.23,0.07,NOAA gage,-80.901669,32.034809,11.649,19576952,4307167
64,8720030,Fernandina Beach,FL,NOAA_NOS,MSL,-81.466768,30.671700,0.53,0.16,NOAA gage,-81.466852,30.671874,7.215,6259297,3171737
65,8720218,Mayport (Bar Pilots Dock),FL,NOAA_NOS,MSL,-81.430000,30.396700,0.52,0.16,NOAA gage,-81.430154,30.396835,13.764,7400147,3729284
66,8720219,Dames Point,FL,NOAA_NOS,MSL,-81.558300,30.386700,0.36,0.11,NOAA gage,-81.558040,30.386545,11.864,2579587,1304067
67,8720226,Southbank Riverwalk St Johns River,FL,NOAA_NOS,MSL,-81.658300,30.320000,0.24,0.07,NOAA gage,-81.658877,30.320400,-0.050,879623,447721
68,8720357,I-295 Bridge St Johns River,FL,NOAA_NOS,MSL,-81.691700,30.191700,0.12,0.04,NOAA gage,-81.691571,30.191435,0.055,866980,441285
69,8720625,Racy Point St Johns River,FL,NOAA_NOS,MSL,-81.548333,29.801667,-0.04,-0.01,NOAA gage,-81.548354,29.800723,0.449,477414,242999
70,8721604,Trident Pier,FL,NOAA_NOS,MSL,-80.593527,28.415830,0.95,0.29,NOAA gage,-80.593452,28.415886,5.490,6984289,3520545
71,8722670,Lake Worth Pier,FL,NOAA_NOS,MSL,-80.034170,26.612780,0.97,0.30,NOAA gage,-80.033993,26.613184,5.942,9935981,5009572
72,8722956,South Port Everglades,FL,NOAA_NOS,MSL,-80.116700,26.081700,0.85,0.26,NOAA gage,-80.116277,26.081717,3.347,7758650,3909196
73,8723214,Virginia Key,FL,NOAA_NOS,MSL,-80.159000,25.731155,0.90,0.27,NOAA gage,-80.158990,25.731283,5.863,7501015,3779860
74,8723970,Vaca Key,FL,NOAA_NOS,MSL,-81.105000,24.713800,0.83,0.25,NOAA gage,-81.104733,24.713552,2.605,5366567,2721208
75,8724580,Key West,FL,NOAA_NOS,MSL,-81.813000,24.551000,0.87,0.27,NOAA gage,-81.812688,24.551016,11.234,5510688,2779012
76,8725110,Naples,FL,NOAA_NOS,MSL,-81.810600,26.131670,0.62,0.19,NOAA gage,-81.811380,26.131747,5.929,5130868,2602568
77,8725520,Fort Myers,FL,NOAA_NOS,MSL,-81.871700,26.646700,0.41,0.12,NOAA gage,-81.954875,26.446636,4.073,5481456,2764314
78,8726384,Port Manatee,FL,NOAA_NOS,MSL,-82.562500,27.638330,0.38,0.12,NOAA gage,-82.563745,27.637857,0.837,3162866,1609874
79,8726520,St. Petersburg Tampa Bay,FL,NOAA_NOS,MSL,-82.626900,27.760600,0.28,0.09,NOAA gage,-82.626419,27.758929,5.160,3013461,1521747
80,8726607,Old Port Tampa,FL,NOAA_NOS,MSL,-82.552690,27.857780,0.28,0.08,NOAA gage,-82.555202,27.855340,5.051,13538330,1250199
81,8726667,Mckay Bay Entrance,FL,NOAA_NOS,MSL,-82.425000,27.913330,0.21,0.06,NOAA gage,-82.427950,27.907660,6.869,24192906,1043564
82,8726724,Clearwater Beach,FL,NOAA_NOS,MSL,-82.833000,27.978300,0.29,0.09,NOAA gage,-82.832439,27.978082,2.699,4268649,2153900
83,8727520,Cedar Key,FL,NOAA_NOS,MSL,-83.030890,29.130600,0.22,0.07,NOAA gage,-83.031367,29.129770,3.042,3593713,1814172
84,8728690,Apalachicola,FL,NOAA_NOS,MSL,-84.981700,29.726700,-0.15,-0.05,NOAA gage,-84.981719,29.725310,-0.185,3092232,1561395
85,8729210,Panama City Beach,FL,NOAA_NOS,MSL,-85.878000,30.213000,-0.24,-0.07,NOAA gage,-85.878457,30.212748,9.759,3538063,1799976
86,8732828,Weeks Bay Mobile Bay,AL,NOAA_NOS,MSL,-87.825390,30.416890,NaN,NaN,NOAA gage,-87.843683,30.375890,2.538,2458031,1243022
87,8735180,Dauphin Island,AL,NOAA_NOS,MSL,-88.073200,30.250000,-0.06,-0.02,NOAA gage,-88.073825,30.251387,2.129,3565118,1813747
88,8735391,Dog River Bridge,AL,NOAA_NOS,MSL,-88.088000,30.565170,-0.45,-0.14,NOAA gage,-88.088743,30.564487,6.177,2026939,1026523
89,8735523,East Fowl River Bridge,AL,NOAA_NOS,MSL,-88.113920,30.443690,-0.08,-0.02,NOAA gage,-88.105915,30.445704,1.927,2474352,1259408
90,8736897,Coast Guard Sector Mobile,AL,NOAA_NOS,MSL,-88.058310,30.648310,-0.31,-0.09,NOAA gage,-88.058089,30.644773,3.974,1861117,943145
91,8737048,Mobile State Docks,AL,NOAA_NOS,MSL,-88.043300,30.708300,-0.33,-0.10,NOAA gage,-88.017784,30.677822,1.340,12906794,932920
92,8737138,Chickasaw Creek,AL,NOAA_NOS,MSL,-88.073610,30.781890,,0.00,NOAA gage,-88.017784,30.677822,1.340,12906794,932920
93,8738043,West Fowl River Bridge,AL,NOAA_NOS,MSL,-88.158560,30.376640,-0.07,-0.02,NOAA gage,-88.189458,30.364365,0.669,3092002,1561277
94,8739803,Bayou La Batre Bridge,AL,NOAA_NOS,MSL,-88.247690,30.405670,-0.10,-0.03,NOAA gage,-88.252498,30.378210,2.333,3193572,1625409
95,8740166,Grand Bay NERR Mississippi Sound,MS,NOAA_NOS,MSL,-88.402720,30.413000,-0.17,-0.05,NOAA gage,-88.400596,30.385383,0.182,14336825,1651390
96,8741041,Dock E Port of Pascagoula,MS,NOAA_NOS,MSL,-88.505400,30.347700,,0.00,NOAA gage,-88.517038,30.328818,0.930,3270728,1651350
97,8741533,Pascagoula NOAA Lab,MS,NOAA_NOS,MSL,-88.563060,30.367780,-0.13,-0.04,NOAA gage,-88.569277,30.346178,0.898,3193533,1612422
98,8747437,Bay Waveland Yacht Club,MS,NOAA_NOS,MSL,-89.324100,30.326390,-0.20,-0.06,NOAA gage,-89.323865,30.325726,1.488,2347954,1187720
99,8760721,Pilottown,LA,NOAA_NOS,MSL,-89.258310,29.178310,-0.78,-0.24,Vdatum,-89.257123,29.179711,14.537,3972730,2019990
100,8760922,Pilots Station East SW Pass,LA,NOAA_NOS,MSL,-89.406667,28.931667,-1.03,-0.31,NOAA gage,-89.405990,28.918276,6.089,4658489,2365037
101,8761305,Shell Beach,LA,NOAA_NOS,MSL,-89.678981,29.870579,-0.03,-0.01,NOAA gage,-89.676410,29.873904,0.240,1892847,959053
102,8761724,Grand Isle,LA,NOAA_NOS,MSL,-89.948940,29.263330,-0.18,-0.06,Vdatum,-89.950300,29.265301,4.062,3912939,1989844
103,8761927,New Canal Station,LA,NOAA_NOS,MSL,-90.113330,30.027220,-0.22,-0.07,NOAA gage,-90.115794,30.026070,1.927,1164815,592030
104,8761955,Carrollton,LA,NOAA_NOS,MSL,-90.135470,29.932890,NaN,NaN,NOAA gage,-90.139673,30.023906,1.825,1132997,579119
105,8762075,Port Fourchon Belle Pass,LA,NOAA_NOS,MSL,-90.199300,29.114200,NaN,NaN,NOAA gage,-90.195555,29.093662,1.092,4270337,2169639
106,8762482,West Bank 1 Bayou Gauche,LA,NOAA_NOS,MSL,-90.420280,29.788610,-0.72,-0.22,NOAA gage,-90.338728,30.036888,-0.037,12037595,494461
107,8762483,I-10 Bonnet Carre Floodway,LA,NOAA_NOS,MSL,-90.390000,30.068333,-0.37,-0.11,NOAA gage,-90.390079,30.068849,0.966,12007729,479298
108,8764044,Berwick Atchafalaya River,LA,NOAA_NOS,MSL,-91.237610,29.667500,-1.62,-0.49,NOAA gage,-91.245207,29.613023,1.380,2148916,1087726
109,8764227,LAWMA Amerada Pass,LA,NOAA_NOS,MSL,-91.338110,29.449610,-0.36,-0.11,NOAA gage,-91.340152,29.450360,0.811,3400241,1730132
110,8764314,Eugene Island North,LA,NOAA_NOS,MSL,-91.383900,29.367500,-0.36,-0.11,Vdatum,-91.380612,29.366821,2.120,14859754,1929866
111,8766072,Freshwater Canal Locks,LA,NOAA_NOS,MSL,-92.305000,29.555000,NaN,NaN,none,-92.304526,29.553952,2.827,3591675,1827208
112,8767816,Lake Charles,LA,NOAA_NOS,MSL,-93.221670,30.223640,-0.31,-0.09,NOAA gage,-93.294658,30.066362,0.312,2644756,1345833
113,8767961,Bulk Terminal,LA,NOAA_NOS,MSL,-93.300810,30.190190,-0.38,-0.12,NOAA gage,-93.303544,30.069671,0.486,2662897,1345834
114,8768094,Calcasieu Pass,LA,NOAA_NOS,MSL,-93.342890,29.768170,0.10,0.03,NOAA gage,-93.343115,29.765384,6.128,3348588,1703929
115,8770570,Sabine Pass North,TX,NOAA_NOS,MSL,-93.870100,29.728400,-1.39,-0.42,NOAA gage,-93.867611,29.726858,8.386,3066636,1548525
116,8770613,Morgans Point,TX,NOAA_NOS,MSL,-94.985000,29.681700,-0.61,-0.19,NOAA gage,-94.975717,29.607120,2.378,1647153,835398
117,8770822,Texas Point/Sabine Pass,TX,NOAA_NOS,MSL,-93.839780,29.688330,NaN,NaN,none,-93.840732,29.688565,5.984,3193007,1625102
118,8771013,Eagle Point,TX,NOAA_NOS,MSL,-94.918300,29.480000,-0.60,-0.18,NOAA gage,-94.917378,29.478205,1.585,13058072,1008969
119,8771450,Galveston Pier 21,TX,NOAA_NOS,MSL,-94.793300,29.310000,-0.69,-0.21,NOAA gage,-94.779040,29.293190,2.899,3090986,1573424
120,8772447,Freeport,TX,NOAA_NOS,MSL,-95.302500,28.943310,-0.52,-0.16,NOAA gage,-95.298939,28.936172,13.503,2947691,1500108
121,8772471,Freeport Harbor,TX,NOAA_NOS,MSL,-95.295000,28.935000,NaN,NaN,none,-95.294457,28.935643,9.902,2970436,1500110
122,8773767,Matagorda Bay Entrance Channel,TX,NOAA_NOS,MSL,-96.330100,28.426900,-0.30,-0.09,Vdatum,-96.328953,28.425559,13.292,2880931,1466108
123,8775241,Aransas Pass,TX,NOAA_NOS,MSL,-97.038330,27.836670,NaN,NaN,none,-97.038906,27.837398,9.082,2880672,1465971
124,8775870,Bob Hall Pier Corpus Christi,TX,NOAA_NOS,MSL,-97.216700,27.580000,-0.48,-0.15,NOAA gage,-97.217943,27.579442,2.838,2902408,1465888
125,8779748,South Padre Island Coast Guard Station,TX,NOAA_NOS,MSL,-97.166667,26.071667,0.19,0.06,NOAA gage,-97.155169,26.068284,6.602,3165714,1611314
126,8779770,Port Isabel,TX,NOAA_NOS,MSL,-97.215000,26.060000,0.04,0.01,NOAA gage,-97.155169,26.068284,6.602,3165714,1611314
127,9751364,Christiansted Harbor St Croix,VI,NOAA_NOS,MSL,-64.705000,17.750000,0.00,0.00,NOAA gage,-64.707736,17.752014,3.139,9141529,4623269
128,9751381,Lameshur Bay St. John,VI,NOAA_NOS,MSL,-64.724220,18.318250,-0.01,0.00,NOAA gage,-64.727878,18.313696,14.149,9363249,4733897
129,9751401,Lime Tree Bay,VI,NOAA_NOS,MSL,-64.753810,17.694720,0.00,0.00,NOAA gage,-64.751059,17.695404,2.046,9074909,4573035
130,9751639,Charlotte Amalie,VI,NOAA_NOS,MSL,-64.920000,18.335830,-0.46,-0.14,NOAA gage,-64.926812,18.334883,11.067,9108461,4606720
131,9752235,Culebra,PR,NOAA_NOS,MSL,-65.302470,18.300860,0.36,0.11,NOAA gage,-65.302242,18.299626,0.728,9302011,4703399
132,9752695,Esperanza Vieques Island,PR,NOAA_NOS,MSL,-65.471360,18.093860,0.01,0.00,NOAA gage,-65.475642,18.088142,7.556,8467020,4265789
133,9755371,San Juan,PR,NOAA_NOS,MSL,-66.116420,18.458940,0.00,0.00,NOAA gage,-66.118176,18.458516,10.427,9763315,4933566
134,9759110,Magueyes Island,PR,NOAA_NOS,MSL,-67.046390,17.970000,-0.22,-0.07,NOAA gage,-67.044270,17.971490,0.202,9207469,4656172
135,9759394,Mayaguez,PR,NOAA_NOS,MSL,-67.158830,18.217560,-0.14,-0.04,NOAA gage,-67.161972,18.216553,0.887,9535055,4805954
136,9759938,Mona Island,PR,NOAA_NOS,MSL,-67.938500,18.089920,-0.51,-0.15,NOAA gage,-67.937070,18.070224,57.887,9997225,5040731
137,9761115,Barbuda,AG,NOAA_NOS,MSL,-61.820560,17.590690,NaN,NaN,NOAA gage,-61.821832,17.585609,56.928,20488153,4748627
