serial_nr,stationid,stationname,state,source,vertical_datum,NOAA lon,NOAA lat,navd_to_msl [ft],navd_to_msl [m],Datum Source,lon,lat,bathy,Element,Node
16,8454049,Quonset Point,RI,NOAA_NOS,MSL,-71.411000,41.586800,0.42,0.13,NOAA gage,-71.408873,41.584805,9.363112,3234691,1045550
17,8461490,New London,CT,NOAA_NOS,MSL,-72.086700,41.355000,0.30,0.09,NOAA gage,-72.075064,41.314208,8.58365,1833862,961327
18,8465705,New Haven,CT,NOAA_NOS,MSL,-72.908300,41.283300,0.36,0.11,NOAA gage,-72.907541,41.270027,3.788437,794246,416604
19,8467150,Bridegport,CT,NOAA_NOS,MSL,-73.181700,41.173300,0.22,0.07,NOAA gage,-73.179328,41.160298,4.882478,483042,255285
20,8510560,Montauk,NY,NOAA_NOS,MSL,-71.960000,41.048300,0.33,0.10,NOAA gage,-71.962518,41.048357,12.942831,2066201,1084515
21,8516945,Kings Point,NY,NOAA_NOS,MSL,-73.767883,40.810310,0.27,0.08,NOAA gage,-73.767904,40.810579,7.181484,156639,82043
22,8518750,The Battery,NY,NOAA_NOS,MSL,-74.014200,40.699296,0.20,0.06,NOAA gage,-74.036809,40.61006,1.542815,2356938,1228325
23,8518962,Turkey Point Hudson River NERRS,NY,NOAA_NOS,MSL,-73.939200,42.013900,NaN,NaN,NOAA gage,-73.641263,41.004538,1.603502,230685,120556
24,8519483,Bergen Point West Reach,NY,NOAA_NOS,MSL,-74.141670,40.636670,0.18,0.05,NOAA gage,-74.085569,40.569556,1.761709,2343650,1228311
25,8531680,Sandy Hook,NJ,NOAA_NOS,MSL,-74.010000,40.466700,0.24,0.07,NOAA gage,-74.009664,40.467124,2.502563,2558972,1336543
26,8534720,Atlantic City,NJ,NOAA_NOS,MSL,-74.418300,39.355000,0.40,0.12,NOAA gage,-74.41996,39.353856,3.762924,2853805,1482183
27,8536110,Cape May Ferry Terminal,NJ,NOAA_NOS,MSL,-74.960000,38.968330,0.45,0.14,NOAA gage,-74.967148,38.964866,4.246257,2811982,1464971
28,8537121,Ship John Shoal,NJ,NOAA_NOS,MSL,-75.375000,39.305000,0.13,0.04,NOAA gage,-75.375543,39.303954,8.428225,1917137,1005530
29,8539094,Burlington Delaware River,NJ,NOAA_NOS,MSL,-74.873330,40.080000,-0.59,-0.18,NOAA gage,-74.26546,40.47123,0.300413,1917140,999855
30,8540433,Marcus Hook,PA,NOAA_NOS,MSL,-75.410000,39.811700,-0.16,-0.05,NOAA gage,-75.526238,39.56079,2.274605,1380709,719656
31,8545240,Philadelphia,PA,NOAA_NOS,MSL,-75.141670,39.933330,-0.38,-0.12,NOAA gage,-75.526238,39.56079,2.274605,1380709,719656
32,8548989,Newbold,PA,NOAA_NOS,MSL,-74.751900,40.137300,-0.53,-0.16,NOAA gage,-74.26358,40.46852,1.167454,1917142,1005532
33,8551762,Delaware City,DE,NOAA_NOS,MSL,-75.588300,39.581700,0.03,0.01,NOAA gage,-75.563923,39.55724,1.309766,1396364,727818
34,8551910,Reedy Point,DE,NOAA_NOS,MSL,-75.573310,39.558310,0.05,0.02,NOAA gage,-75.56749,39.55287,-0.920085,1396365,727819
35,8555889,Brandywine Shoa Light,DE,NOAA_NOS,MSL,-75.113300,38.985000,-0.30,-0.09,NOAA gage,-75.110677,38.984293,6.671114,2719056,1416930
36,8557380,Lewes,DE,NOAA_NOS,MSL,-75.119160,38.785756,0.40,0.12,NOAA gage,-75.121083,38.7852,3.616744,2794978,1452339
37,8570283,Ocean City Inlet,MD,NOAA_NOS,MSL,-75.091670,38.328330,0.36,0.11,NOAA gage,-75.09058,38.32697,3.71951,3256993,1501502
38,8571421,Bishops Head,MD,NOAA_NOS,MSL,-76.038670,38.220390,0.23,0.07,NOAA gage,-76.037193,38.219542,0.390064,3090691,1603130
39,8571892,Cambridge,MD,NOAA_NOS,MSL,-76.068300,38.573300,0.09,0.03,NOAA gage,-76.151805,38.631716,13.46797,3098090,1606889
40,8573364,Tolchester Beach,MD,NOAA_NOS,MSL,-76.245000,39.213330,0.09,0.03,NOAA gage,-76.247642,39.211422,9.621521,3115202,1615961
41,8573927,Chesapeake City,MD,NOAA_NOS,MSL,-75.810000,39.526700,-0.03,-0.01,NOAA gage,-75.981344,39.521776,1.365127,3118905,1617944
42,8574680,Baltimore,MD,NOAA_NOS,MSL,-76.578330,39.266670,0.03,0.01,NOAA gage,-76.450475,39.186705,6.961931,3111462,1613974
43,8575512,Annapolis,MD,NOAA_NOS,MSL,-76.481560,38.983280,0.05,0.02,NOAA gage,-76.460861,38.97123,6.437261,3108832,1612574
44,8577330,Solomons Island,MD,NOAA_NOS,MSL,-76.451670,38.316670,0.09,0.03,NOAA gage,-76.396662,38.31601,4.784348,3097231,1606434
45,8594900,Washington,DC,NOAA_NOS,MSL,-77.021670,38.873330,-0.15,-0.05,NOAA gage,-76.546514,38.766864,1.553328,3104909,1610465
46,8631044,Wachapreague,VA,NOAA_NOS,MSL,-75.685830,37.607780,0.35,0.11,NOAA gage,-75.612027,37.59953,0.916332,2959140,1535479
47,8632200,Kiptopeke,VA,NOAA_NOS,MSL,-75.988300,37.166700,0.48,0.15,NOAA gage,-75.987881,37.164585,5.449234,3047389,1580668
48,8635027,Dahlgren,VA,NOAA_NOS,MSL,-77.036610,38.319750,0.08,0.02,NOAA gage,-76.997813,38.31595,6.381209,3048670,1581345
49,8635750,Lewisetta,VA,NOAA_NOS,MSL,-76.464440,37.996110,0.07,0.02,NOAA gage,-76.46702,37.99677,2.19695,3082373,1598734
50,8636580,Windmill Point,VA,NOAA_NOS,MSL,-76.290000,37.616110,0.44,0.13,NOAA gage,-76.296556,37.614662,3.296904,3068262,1591480
51,8637689,Yorktown USGS Training Center,VA,NOAA_NOS,MSL,-76.478800,37.226500,0.25,0.08,NOAA gage,-76.476737,37.225982,9.145748,3044687,1579227
52,8638610,Sewells Point,VA,NOAA_NOS,MSL,-76.330000,36.946670,0.25,0.08,NOAA gage,-76.330906,36.947065,10.014268,3257848,1664590
53,8638901,CBBT Chesapeake Channel,VA,NOAA_NOS,MSL,-76.083333,37.033333,0.42,0.13,NOAA gage,-76.082839,37.033426,13.052196,3044281,1579109
54,8639348,Money Point,VA,NOAA_NOS,MSL,-76.301700,36.778300,0.20,0.06,NOAA gage,-76.30758,36.779779,-1.311911,3035267,1574399
55,8651370,Duck Pier,NC,NOAA_NOS,MSL,-75.746670,36.183330,0.42,0.13,NOAA gage,-75.74566,36.183352,6.567823,3007007,1560657
56,8652587,Oregon Inlet Marina,NC,NOAA_NOS,MSL,-75.548300,35.795000,0.12,0.04,NOAA gage,-75.548259,35.794868,2.0507,2873495,1493829
57,8654467,USCG Hatteras,NC,NOAA_NOS,MSL,-75.704170,35.208640,0.11,0.03,NOAA gage,-75.7045,35.208378,-1.069776,2840613,1475483
58,8656483,Beaufort,NC,NOAA_NOS,MSL,-76.670000,34.720000,0.37,0.11,NOAA gage,-76.669998,34.720001,1.083,1992239,1045309
59,8658120,Wilmington,NC,NOAA_NOS,MSL,-77.953610,34.227500,0.16,0.05,NOAA gage,-77.953535,34.227605,1.5,385256,202581
60,8658163,Wrightsville Beach,NC,NOAA_NOS,MSL,-77.784973,34.213310,0.56,0.17,NOAA gage,-77.783737,34.213238,7.517829,2562946,1338497
61,8661070,Springmaid Pier,SC,NOAA_NOS,MSL,-78.916384,33.655000,0.45,0.14,NOAA gage,-78.91648,33.654717,5.98,1564102,820694
62,8662245,Oyster Landing (N. Inlet Estuary),SC,NOAA_NOS,MSL,-79.186700,33.351700,0.02,0.01,NOAA gage,-79.186713,33.352064,-0.14,1623487,851444
63,8665530,Charleston Harbor,SC,NOAA_NOS,MSL,-79.922178,32.781700,0.22,0.07,NOAA gage,-79.922438,32.781335,11.43,1449955,760276
64,8670870,Fort Pulaski,GA,NOAA_NOS,MSL,-80.901700,32.034612,0.23,0.07,NOAA gage,-80.901669,32.034809,11.64935,1385490,726203
65,8720030,Fernandina Beach,FL,NOAA_NOS,MSL,-81.466768,30.671700,0.53,0.16,NOAA gage,-81.430062,30.674532,-0.213753,2098793,1101762
66,8720218,Mayport (Bar Pilots Dock),FL,NOAA_NOS,MSL,-81.430000,30.396700,0.52,0.16,NOAA gage,-81.42025,30.401065,7.35976,2098868,1094885
67,8720219,Dames Point,FL,NOAA_NOS,MSL,-81.558300,30.386700,0.36,0.11,NOAA gage,-81.420499,30.415648,-0.390216,2072897,1094888
68,8720226,Southbank Riverwalk St Johns River,FL,NOAA_NOS,MSL,-81.658300,30.320000,0.24,0.07,NOAA gage,-81.421572,30.405628,6.96884,2085771,1094886
69,8720357,I-295 Bridge St Johns River,FL,NOAA_NOS,MSL,-81.691700,30.191700,0.12,0.04,NOAA gage,-81.378156,30.255324,9.33075,2180772,1144890
70,8720625,Racy Point St Johns River,FL,NOAA_NOS,MSL,-81.548333,29.801667,-0.04,-0.01,NOAA gage,-81.291426,29.926664,4.23395,2237181,1174026
71,8721604,Trident Pier,FL,NOAA_NOS,MSL,-80.593527,28.415830,0.95,0.29,NOAA gage,-80.589375,28.410908,12.2656,2166530,1130202
72,8722670,Lake Worth Pier,FL,NOAA_NOS,MSL,-80.034170,26.612780,0.97,0.30,NOAA gage,-80.034584,26.612438,5.22273,2263887,1180516
73,8722956,South Port Everglades,FL,NOAA_NOS,MSL,-80.116700,26.081700,0.85,0.26,NOAA gage,-80.108944,26.07817,1.81849,2096907,1100749
74,8723214,Virginia Key,FL,NOAA_NOS,MSL,-80.159000,25.731155,0.90,0.27,NOAA gage,-80.160108,25.73102,4.22571,3232790,1656241
75,8723970,Vaca Key,FL,NOAA_NOS,MSL,-81.105000,24.713800,0.83,0.25,NOAA gage,-81.104176,24.713456,2.13996,1382413,724583
76,8724580,Key West,FL,NOAA_NOS,MSL,-81.813000,24.551000,0.87,0.27,NOAA gage,-81.81539,24.55194,7.98691,3183266,686226
77,8725110,Naples,FL,NOAA_NOS,MSL,-81.810600,26.131670,0.62,0.19,NOAA gage,-81.809802,26.131569,4.43677,960223,503382
78,8725520,Fort Myers,FL,NOAA_NOS,MSL,-81.871700,26.646700,0.41,0.12,NOAA gage,-81.967567,26.457384,2.13079,930398,484513
79,8726384,Port Manatee,FL,NOAA_NOS,MSL,-82.562500,27.638330,0.38,0.12,NOAA gage,-82.563745,27.637857,0.954179,548361,289473
80,8726520,St. Petersburg Tampa Bay,FL,NOAA_NOS,MSL,-82.626900,27.760600,0.28,0.09,NOAA gage,-82.627169,27.759168,5.25538,3140042,1625078
81,8726607,Old Port Tampa,FL,NOAA_NOS,MSL,-82.552690,27.857780,0.28,0.08,NOAA gage,-82.555202,27.85534,5.13503,376048,195957
82,8726667,Mckay Bay Entrance,FL,NOAA_NOS,MSL,-82.425000,27.913330,0.21,0.06,NOAA gage,-82.42795,27.90766,6.922,300598,156190
83,8726724,Clearwater Beach,FL,NOAA_NOS,MSL,-82.833000,27.978300,0.29,0.09,NOAA gage,-82.832439,27.978082,2.79265,830572,432368
84,8727520,Cedar Key,FL,NOAA_NOS,MSL,-83.030890,29.130600,0.22,0.07,NOAA gage,-83.031367,29.12977,3.10866,677757,353097
85,8728690,Apalachicola,FL,NOAA_NOS,MSL,-84.981700,29.726700,-0.15,-0.05,NOAA gage,-84.978099,29.7228,3.51458,468137,247487
86,8729108,Panama City,FL,NOAA_NOS,MSL,-85.666700,30.151700,-0.11,-0.03,NOAA gage,-85.692084,30.091446,4.12602,577682,304822
87,8729210,Panama City Beach,FL,NOAA_NOS,MSL,-85.878000,30.213000,-0.24,-0.07,NOAA gage,-85.878457,30.212748,9.72908,577627,304793
88,8729840,Pensacola,FL,NOAA_NOS,MSL,-87.212000,30.403000,-0.30,-0.09,NOAA gage,-87.200271,30.318684,5.64281,642061,338604
89,8732828,Weeks Bay Mobile Bay,AL,NOAA_NOS,MSL,-87.825390,30.416890,NaN,NaN,NOAA gage,-87.843683,30.37589,2.43262,344967,179598
90,8735180,Dauphin Island,AL,NOAA_NOS,MSL,-88.073200,30.250000,-0.06,-0.02,NOAA gage,-88.073825,30.251387,2.02491,584065,308172
91,8735391,Dog River Bridge,AL,NOAA_NOS,MSL,-88.088000,30.565170,-0.45,-0.14,NOAA gage,-88.088743,30.564487,6.03858,3130444,141687
92,8735523,East Fowl River Bridge,AL,NOAA_NOS,MSL,-88.113920,30.443690,-0.08,-0.02,NOAA gage,-88.105605,30.440794,1.79774,350589,185475
93,8736897,Coast Guard Sector Mobile,AL,NOAA_NOS,MSL,-88.058310,30.648310,-0.31,-0.09,NOAA gage,-88.058089,30.644773,3.82983,241290,125053
94,8737048,Mobile State Docks,AL,NOAA_NOS,MSL,-88.043300,30.708300,-0.33,-0.10,NOAA gage,-88.017784,30.677822,1.19331,237092,122852
95,8737138,Chickasaw Creek,AL,NOAA_NOS,MSL,-88.073610,30.781890,,0.00,NOAA gage,-88.017784,30.677822,1.19331,237092,122852
96,8738043,West Fowl River Bridge,AL,NOAA_NOS,MSL,-88.158560,30.376640,-0.07,-0.02,NOAA gage,-88.192358,30.360533,1.17435,467908,247353
97,8739803,Bayou La Batre Bridge,AL,NOAA_NOS,MSL,-88.247690,30.405670,-0.10,-0.03,NOAA gage,-88.248162,30.376953,2.11876,492680,257059
98,8740166,Grand Bay NERR Mississippi Sound,MS,NOAA_NOS,MSL,-88.402720,30.413000,-0.17,-0.05,NOAA gage,-88.398674,30.379305,0.997282,512018,270505
99,8741041,Dock E Port of Pascagoula,MS,NOAA_NOS,MSL,-88.505400,30.347700,,0.00,NOAA gage,-88.517038,30.328818,0.781966,511938,267103
100,8741533,Pascagoula NOAA Lab,MS,NOAA_NOS,MSL,-88.563060,30.367780,-0.13,-0.04,NOAA gage,-88.582004,30.348078,0.567719,486404,257037
101,8747437,Bay Waveland Yacht Club,MS,NOAA_NOS,MSL,-89.324100,30.326390,-0.20,-0.06,NOAA gage,-89.323865,30.325726,1.317663,326667,169963
102,8760721,Pilottown,LA,NOAA_NOS,MSL,-89.258310,29.178310,-0.78,-0.24,Vdatum,-89.257123,29.179711,14.3,685961,361150
103,8760922,Pilots Station East SW Pass,LA,NOAA_NOS,MSL,-89.406667,28.931667,-1.03,-0.31,NOAA gage,-89.40599,28.918276,5.79031,836665,438638
104,8761305,Shell Beach,LA,NOAA_NOS,MSL,-89.678981,29.870579,-0.03,-0.01,NOAA gage,-89.679507,29.876995,1,247645,128423
105,8761724,Grand Isle,LA,NOAA_NOS,MSL,-89.948940,29.263330,-0.18,-0.06,Vdatum,-89.9503,29.265301,4,670604,353282
106,8761927,New Canal Station,LA,NOAA_NOS,MSL,-90.113330,30.027220,-0.22,-0.07,NOAA gage,-90.115794,30.02607,1.857297,76296,39701
107,8761955,Carrollton,LA,NOAA_NOS,MSL,-90.135470,29.932890,NaN,NaN,NOAA gage,-90.139673,30.023906,1.747726,70169,37148
108,8762075,Port Fourchon Belle Pass,LA,NOAA_NOS,MSL,-90.199300,29.114200,NaN,NaN,NOAA gage,-90.195555,29.093662,1,757030,397578
109,8762482,West Bank 1 Bayou Gauche,LA,NOAA_NOS,MSL,-90.420280,29.788610,-0.72,-0.22,NOAA gage,-90.32962,30.035911,0.319212,47244,25122
110,8762483,I-10 Bonnet Carre Floodway,LA,NOAA_NOS,MSL,-90.390000,30.068333,-0.37,-0.11,NOAA gage,-90.390079,30.068849,0.852437,45923,24073
111,8764044,Berwick Atchafalaya River,LA,NOAA_NOS,MSL,-91.237610,29.667500,-1.62,-0.49,NOAA gage,-91.243243,29.611463,1.32625,293803,153805
112,8764227,LAWMA Amerada Pass,LA,NOAA_NOS,MSL,-91.338110,29.449610,-0.36,-0.11,NOAA gage,-91.340152,29.45036,0.7,3139927,286286
113,8764314,Eugene Island North,LA,NOAA_NOS,MSL,-91.383900,29.367500,-0.36,-0.11,Vdatum,-91.380612,29.366821,2.009996,640276,337719
114,8766072,Freshwater Canal Locks,LA,NOAA_NOS,MSL,-92.305000,29.555000,NaN,NaN,none,-92.304526,29.553952,2.716,589778,311141
115,8767816,Lake Charles,LA,NOAA_NOS,MSL,-93.221670,30.223640,-0.31,-0.09,NOAA gage,-93.303544,30.069671,0.356605,376286,197760
116,8767961,Bulk Terminal,LA,NOAA_NOS,MSL,-93.300810,30.190190,-0.38,-0.12,NOAA gage,-93.303544,30.069671,0.356605,376283,197760
117,8768094,Calcasieu Pass,LA,NOAA_NOS,MSL,-93.342890,29.768170,0.10,0.03,NOAA gage,-93.343115,29.765384,6,530604,280209
118,8770570,Sabine Pass North,TX,NOAA_NOS,MSL,-93.870100,29.728400,-1.39,-0.42,NOAA gage,-93.867611,29.726858,7.96936,461361,240735
119,8770613,Morgans Point,TX,NOAA_NOS,MSL,-94.985000,29.681700,-0.61,-0.19,NOAA gage,-94.975717,29.60712,2.17489,195678,101256
120,8770822,Texas Point/Sabine Pass,TX,NOAA_NOS,MSL,-93.839780,29.688330,NaN,NaN,none,-93.840343,29.689394,5.73049,3261899,1665853
121,8771013,Eagle Point,TX,NOAA_NOS,MSL,-94.918300,29.480000,-0.60,-0.18,NOAA gage,-94.917378,29.478205,1.37875,266474,138263
122,8771450,Galveston Pier 21,TX,NOAA_NOS,MSL,-94.793300,29.310000,-0.69,-0.21,NOAA gage,-94.77904,29.29319,2.74682,466905,246823
123,8772447,Freeport,TX,NOAA_NOS,MSL,-95.302500,28.943310,-0.52,-0.16,NOAA gage,-95.298939,28.936172,13.3478,433745,228800
124,8772471,Freeport Harbor,TX,NOAA_NOS,MSL,-95.295000,28.935000,NaN,NaN,none,-95.294457,28.935643,9.74754,438527,228802
125,8773767,Matagorda Bay Entrance Channel,TX,NOAA_NOS,MSL,-96.330100,28.426900,-0.30,-0.09,Vdatum,-96.328953,28.425559,13.2001,419891,221378
126,8774770,Rockport,TX,NOAA_NOS,MSL,-97.046670,28.021670,-1.12,-0.34,NOAA gage,-96.965618,27.950395,2.35468,428707,226082
127,8775241,Aransas Pass,TX,NOAA_NOS,MSL,-97.038330,27.836670,NaN,NaN,none,-97.038906,27.837398,8.95709,419631,221241
128,8775870,Bob Hall Pier Corpus Christi,TX,NOAA_NOS,MSL,-97.216700,27.580000,-0.48,-0.15,NOAA gage,-97.217943,27.579442,2.69484,423944,221159
129,8779748,South Padre Island Coast Guard Station,TX,NOAA_NOS,MSL,-97.166667,26.071667,0.19,0.06,NOAA gage,-97.155467,26.07784,3.80687,484191,255948
130,8779770,Port Isabel,TX,NOAA_NOS,MSL,-97.215000,26.060000,0.04,0.01,NOAA gage,-97.155467,26.07784,3.80687,484191,255948
131,9751364,Christiansted Harbor St Croix,VI,NOAA_NOS,MSL,-64.705000,17.750000,0.00,0.00,NOAA gage,-64.707231,17.753244,3.18676,3233261,1656398
132,9751381,Lameshur Bay St. John,VI,NOAA_NOS,MSL,-64.724220,18.318250,-0.01,0.00,NOAA gage,-64.727878,18.313696,14.199075,2044214,1072882
133,9751401,Lime Tree Bay,VI,NOAA_NOS,MSL,-64.753810,17.694720,0.00,0.00,NOAA gage,-64.751059,17.695404,2.0942,3230813,1011479
134,9751639,Charlotte Amalie,VI,NOAA_NOS,MSL,-64.920000,18.335830,-0.46,-0.14,NOAA gage,-64.926021,18.330782,5.441462,1950357,1023174
135,9752235,Culebra,PR,NOAA_NOS,MSL,-65.302470,18.300860,0.36,0.11,NOAA gage,-65.302242,18.299626,0.781119,3237761,1059949
136,9752695,Esperanza Vieques Island,PR,NOAA_NOS,MSL,-65.471360,18.093860,0.01,0.00,NOAA gage,-65.479095,18.092928,6.145677,1756779,915753
137,9755371,San Juan,PR,NOAA_NOS,MSL,-66.116420,18.458940,0.00,0.00,NOAA gage,-66.119492,18.45704,10.485471,3247563,1661182
138,9759110,Magueyes Island,PR,NOAA_NOS,MSL,-67.046390,17.970000,-0.22,-0.07,NOAA gage,-67.043633,17.972472,0.262481,3234342,1656761
139,9759394,Mayaguez,PR,NOAA_NOS,MSL,-67.158830,18.217560,-0.14,-0.04,NOAA gage,-67.161249,18.217183,0.949788,3279445,1671214
140,9759938,Mona Island,PR,NOAA_NOS,MSL,-67.938500,18.089920,-0.51,-0.15,NOAA gage,-67.93707,18.070224,57.953,2396540,1248663
141,9761115,Barbuda,AG,NOAA_NOS,MSL,-61.820560,17.590690,NaN,NaN,NOAA gage,-61.821832,17.585609,56.962,2069311,1079434
