serial_nr,stationid,stationname,state,source,vertical_datum,NOAA lon,NOAA lat,navd_to_msl [ft],navd_to_msl [m],Datum Source,lon,lat,bathy,Element,Node
22,8518750,The Battery,NY,NOAA_NOS,MSL,-74.014200,40.699296,0.20,0.06,NOAA gage,-74.03202,40.610794,-10.089147,2460738,1253926
23,8518962,Turkey Point Hudson River NERRS,NY,NOAA_NOS,MSL,-73.939200,42.013900,NaN,NaN,NOAA gage,-73.643545,41.008401,-3.368995,237268,121098
24,8519483,Bergen Point West Reach,NY,NOAA_NOS,MSL,-74.141670,40.636670,0.18,0.05,NOAA gage,-74.089113,40.572599,-1.396514,2447187,1247020
25,8531680,Sandy Hook,NJ,NOAA_NOS,MSL,-74.010000,40.466700,0.24,0.07,NOAA gage,-74.009664,40.467124,2.502563,2665699,1362899
26,8534720,Atlantic City,NJ,NOAA_NOS,MSL,-74.418300,39.355000,0.40,0.12,NOAA gage,-74.41996,39.353856,3.762924,2962079,1508902
27,8536110,Cape May Ferry Terminal,NJ,NOAA_NOS,MSL,-74.960000,38.968330,0.45,0.14,NOAA gage,-74.961929,38.968652,-1.356404,2920069,1489683
28,8537121,Ship John Shoal,NJ,NOAA_NOS,MSL,-75.375000,39.305000,0.13,0.04,NOAA gage,-75.375543,39.303954,8.428225,2002072,1026592
29,8539094,Burlington Delaware River,NJ,NOAA_NOS,MSL,-74.873330,40.080000,-0.59,-0.18,NOAA gage,-74.268974,40.4692,-16.589983,2002075,1020740
30,8540433,Marcus Hook,PA,NOAA_NOS,MSL,-75.410000,39.811700,-0.16,-0.05,NOAA gage,-75.526238,39.56079,2.274605,1434142,732807
31,8545240,Philadelphia,PA,NOAA_NOS,MSL,-75.141670,39.933330,-0.38,-0.12,NOAA gage,-75.526238,39.56079,2.274605,1434142,732807
32,8548989,Newbold,PA,NOAA_NOS,MSL,-74.751900,40.137300,-0.53,-0.16,NOAA gage,-74.26632,40.46527,-15.14193,2002077,1026595
33,8551762,Delaware City,DE,NOAA_NOS,MSL,-75.588300,39.581700,0.03,0.01,NOAA gage,-75.563923,39.55724,1.309766,1442363,741196
34,8551910,Reedy Point,DE,NOAA_NOS,MSL,-75.573310,39.558310,0.05,0.02,NOAA gage,-75.56749,39.55287,-0.920085,1450736,741197
35,8555889,Brandywine Shoa Light,DE,NOAA_NOS,MSL,-75.113300,38.985000,-0.30,-0.09,NOAA gage,-75.110677,38.984293,6.671114,2826673,1443491
36,8557380,Lewes,DE,NOAA_NOS,MSL,-75.119160,38.785756,0.40,0.12,NOAA gage,-75.121083,38.7852,3.616744,2902998,1478996
37,8570283,Ocean City Inlet,MD,NOAA_NOS,MSL,-75.091670,38.328330,0.36,0.11,NOAA gage,-75.09058,38.32697,3.71951,2999989,1528242
38,8571421,Bishops Head,MD,NOAA_NOS,MSL,-76.038670,38.220390,0.23,0.07,NOAA gage,-76.037193,38.219542,0.390064,3200301,1630176
39,8571892,Cambridge,MD,NOAA_NOS,MSL,-76.068300,38.573300,0.09,0.03,NOAA gage,-76.151805,38.631716,13.46797,3207805,1633956
40,8573364,Tolchester Beach,MD,NOAA_NOS,MSL,-76.245000,39.213330,0.09,0.03,NOAA gage,-76.247642,39.211422,9.621521,3225302,1643119
41,8573927,Chesapeake City,MD,NOAA_NOS,MSL,-75.810000,39.526700,-0.03,-0.01,NOAA gage,-75.981344,39.521776,1.365127,3229066,1645116
42,8574680,Baltimore,MD,NOAA_NOS,MSL,-76.578330,39.266670,0.03,0.01,NOAA gage,-76.450475,39.186705,6.961931,3221489,1641114
43,8575512,Annapolis,MD,NOAA_NOS,MSL,-76.481560,38.983280,0.05,0.02,NOAA gage,-76.460861,38.97123,6.437261,3218707,1639677
44,8577330,Solomons Island,MD,NOAA_NOS,MSL,-76.451670,38.316670,0.09,0.03,NOAA gage,-76.396662,38.31601,4.784348,3206937,1633499
45,8594900,Washington,DC,NOAA_NOS,MSL,-77.021670,38.873330,-0.15,-0.05,NOAA gage,-76.546514,38.766864,1.553328,3214705,1637550
46,8631044,Wachapreague,VA,NOAA_NOS,MSL,-75.685830,37.607780,0.35,0.11,NOAA gage,-75.612027,37.59953,0.916332,3067721,1562269
47,8632200,Kiptopeke,VA,NOAA_NOS,MSL,-75.988300,37.166700,0.48,0.15,NOAA gage,-75.987881,37.164585,5.449234,3156598,1607613
48,8635027,Dahlgren,VA,NOAA_NOS,MSL,-77.036610,38.319750,0.08,0.02,NOAA gage,-76.997813,38.31595,6.381209,3157942,1608307
49,8635750,Lewisetta,VA,NOAA_NOS,MSL,-76.464440,37.996110,0.07,0.02,NOAA gage,-76.46702,37.99677,2.19695,3191886,1625753
50,8636580,Windmill Point,VA,NOAA_NOS,MSL,-76.290000,37.616110,0.44,0.13,NOAA gage,-76.29209,37.616686,-1.292694,3177651,1618640
51,8637689,Yorktown USGS Training Center,VA,NOAA_NOS,MSL,-76.478800,37.226500,0.25,0.08,NOAA gage,-76.476737,37.225982,9.145748,3153808,1606154
52,8638610,Sewells Point,VA,NOAA_NOS,MSL,-76.330000,36.946670,0.25,0.08,NOAA gage,-76.330124,36.946953,10.014268,3148720,1603697
53,8638901,CBBT Chesapeake Channel,VA,NOAA_NOS,MSL,-76.083333,37.033333,0.42,0.13,NOAA gage,-76.082839,37.033426,13.052196,3153402,1606036
54,8639348,Money Point,VA,NOAA_NOS,MSL,-76.301700,36.778300,0.20,0.06,NOAA gage,-76.30758,36.779779,-1.311911,3144221,1601285
55,8651370,Duck Pier,NC,NOAA_NOS,MSL,-75.746670,36.183330,0.42,0.13,NOAA gage,-75.74566,36.183352,6.567823,3115771,1587493
56,8652587,Oregon Inlet Marina,NC,NOAA_NOS,MSL,-75.548300,35.795000,0.12,0.04,NOAA gage,-75.548259,35.794868,2.0507,2981836,1520565
57,8654467,USCG Hatteras,NC,NOAA_NOS,MSL,-75.704170,35.208640,0.11,0.03,NOAA gage,-75.7045,35.208378,-1.069776,2948825,1502187
58,8656483,Beaufort,NC,NOAA_NOS,MSL,-76.670000,34.720000,0.37,0.11,NOAA gage,-76.669998,34.720001,1.083,2082350,1067653
59,8658120,Wilmington,NC,NOAA_NOS,MSL,-77.953610,34.227500,0.16,0.05,NOAA gage,-77.953535,34.227605,1.5,397701,205693
60,8658163,Wrightsville Beach,NC,NOAA_NOS,MSL,-77.784973,34.213310,0.56,0.17,NOAA gage,-77.783737,34.213238,7.517829,2669697,1364859
61,8661070,Springmaid Pier,SC,NOAA_NOS,MSL,-78.916384,33.655000,0.45,0.14,NOAA gage,-78.91648,33.654717,5.98,1628134,836611
62,8662245,Oyster Landing (N. Inlet Estuary),SC,NOAA_NOS,MSL,-79.186700,33.351700,0.02,0.01,NOAA gage,-79.186713,33.352064,-0.14,1690762,868141
63,8665530,Charleston Harbor,SC,NOAA_NOS,MSL,-79.922178,32.781700,0.22,0.07,NOAA gage,-79.922438,32.781335,11.43,1507460,774559
64,8670870,Fort Pulaski,GA,NOAA_NOS,MSL,-80.901700,32.034612,0.23,0.07,NOAA gage,-80.901669,32.034809,11.64935,1439162,739533
65,8720030,Fernandina Beach,FL,NOAA_NOS,MSL,-81.466768,30.671700,0.53,0.16,NOAA gage,-81.433544,30.675161,-10.0941,2194612,1118453
66,8720218,Mayport (Bar Pilots Dock),FL,NOAA_NOS,MSL,-81.430000,30.396700,0.52,0.16,NOAA gage,-81.42025,30.401065,7.35976,2194687,1118490
67,8720219,Dames Point,FL,NOAA_NOS,MSL,-81.558300,30.386700,0.36,0.11,NOAA gage,-81.425281,30.412331,-0.289694,2167499,1104640
68,8720226,Southbank Riverwalk St Johns River,FL,NOAA_NOS,MSL,-81.658300,30.320000,0.24,0.07,NOAA gage,-81.424486,30.408757,-1.15089,2181018,1111540
69,8720357,I-295 Bridge St Johns River,FL,NOAA_NOS,MSL,-81.691700,30.191700,0.12,0.04,NOAA gage,-81.381342,30.253508,-5.22588,2280344,1162125
70,8720625,Racy Point St Johns River,FL,NOAA_NOS,MSL,-81.548333,29.801667,-0.04,-0.01,NOAA gage,-81.294461,29.925276,-4.71921,2338473,1191734
71,8721604,Trident Pier,FL,NOAA_NOS,MSL,-80.593527,28.415830,0.95,0.29,NOAA gage,-80.589375,28.410908,12.2656,2265532,1154580
72,8722670,Lake Worth Pier,FL,NOAA_NOS,MSL,-80.034170,26.612780,0.97,0.30,NOAA gage,-80.034584,26.612438,5.22273,2365870,1205667
73,8722956,South Port Everglades,FL,NOAA_NOS,MSL,-80.116700,26.081700,0.85,0.26,NOAA gage,-80.111102,26.078563,-3.1249,2192637,1117448
74,8723214,Virginia Key,FL,NOAA_NOS,MSL,-80.159000,25.731155,0.90,0.27,NOAA gage,-80.160413,25.731752,4.22571,2063547,1051913
75,8723970,Vaca Key,FL,NOAA_NOS,MSL,-81.105000,24.713800,0.83,0.25,NOAA gage,-81.104176,24.713456,2.13996,1435866,737858
76,8724580,Key West,FL,NOAA_NOS,MSL,-81.813000,24.551000,0.87,0.27,NOAA gage,-81.81539,24.55194,7.98691,1358854,698325
77,8725110,Naples,FL,NOAA_NOS,MSL,-81.810600,26.131670,0.62,0.19,NOAA gage,-81.809802,26.131569,4.43677,991560,511178
78,8725520,Fort Myers,FL,NOAA_NOS,MSL,-81.871700,26.646700,0.41,0.12,NOAA gage,-81.963598,26.458453,-1.78201,960194,491846
79,8726384,Port Manatee,FL,NOAA_NOS,MSL,-82.562500,27.638330,0.38,0.12,NOAA gage,-82.563745,27.637857,0.954179,565213,293681
80,8726520,St. Petersburg Tampa Bay,FL,NOAA_NOS,MSL,-82.626900,27.760600,0.28,0.09,NOAA gage,-82.626419,27.758929,5.25538,525213,269669
81,8726607,Old Port Tampa,FL,NOAA_NOS,MSL,-82.552690,27.857780,0.28,0.08,NOAA gage,-82.555202,27.85534,5.13503,388109,198937
82,8726667,Mckay Bay Entrance,FL,NOAA_NOS,MSL,-82.425000,27.913330,0.21,0.06,NOAA gage,-82.42795,27.90766,6.922,309794,158463
83,8726724,Clearwater Beach,FL,NOAA_NOS,MSL,-82.833000,27.978300,0.29,0.09,NOAA gage,-82.832439,27.978082,2.79265,855626,438544
84,8727520,Cedar Key,FL,NOAA_NOS,MSL,-83.030890,29.130600,0.22,0.07,NOAA gage,-83.031367,29.12977,3.10866,697879,358058
85,8728690,Apalachicola,FL,NOAA_NOS,MSL,-84.981700,29.726700,-0.15,-0.05,NOAA gage,-84.981719,29.72531,-0.226047,482884,247906
86,8729108,Panama City,FL,NOAA_NOS,MSL,-85.666700,30.151700,-0.11,-0.03,NOAA gage,-85.692196,30.095923,-3.06149,595367,305647
87,8729210,Panama City Beach,FL,NOAA_NOS,MSL,-85.878000,30.213000,-0.24,-0.07,NOAA gage,-85.878457,30.212748,9.72908,595312,309207
88,8729840,Pensacola,FL,NOAA_NOS,MSL,-87.212000,30.403000,-0.30,-0.09,NOAA gage,-87.202292,30.322477,-1.69978,661280,339293
89,8732828,Weeks Bay Mobile Bay,AL,NOAA_NOS,MSL,-87.825390,30.416890,NaN,NaN,NOAA gage,-87.843683,30.37589,2.43262,355923,182313
90,8735180,Dauphin Island,AL,NOAA_NOS,MSL,-88.073200,30.250000,-0.06,-0.02,NOAA gage,-88.073825,30.251387,2.02491,601902,312617
91,8735391,Dog River Bridge,AL,NOAA_NOS,MSL,-88.088000,30.565170,-0.45,-0.14,NOAA gage,-88.088743,30.564487,6.03858,281227,143732
92,8735523,East Fowl River Bridge,AL,NOAA_NOS,MSL,-88.113920,30.443690,-0.08,-0.02,NOAA gage,-88.106882,30.443008,-2.09729,361718,186782
93,8736897,Coast Guard Sector Mobile,AL,NOAA_NOS,MSL,-88.058310,30.648310,-0.31,-0.09,NOAA gage,-88.058089,30.644773,3.82983,248268,126778
94,8737048,Mobile State Docks,AL,NOAA_NOS,MSL,-88.043300,30.708300,-0.33,-0.10,NOAA gage,-88.017784,30.677822,1.19331,243937,124543
95,8737138,Chickasaw Creek,AL,NOAA_NOS,MSL,-88.073610,30.781890,,0.00,NOAA gage,-88.017784,30.677822,1.19331,243937,124543
96,8738043,West Fowl River Bridge,AL,NOAA_NOS,MSL,-88.158560,30.376640,-0.07,-0.02,NOAA gage,-88.189458,30.364365,0.547228,482653,247787
97,8739803,Bayou La Batre Bridge,AL,NOAA_NOS,MSL,-88.247690,30.405670,-0.10,-0.03,NOAA gage,-88.249463,30.380046,-1.22713,508028,260845
98,8740166,Grand Bay NERR Mississippi Sound,MS,NOAA_NOS,MSL,-88.402720,30.413000,-0.17,-0.05,NOAA gage,-88.400596,30.385383,0.061833,527932,271071
99,8741041,Dock E Port of Pascagoula,MS,NOAA_NOS,MSL,-88.505400,30.347700,,0.00,NOAA gage,-88.517038,30.328818,0.781966,527852,271031
100,8741533,Pascagoula NOAA Lab,MS,NOAA_NOS,MSL,-88.563060,30.367780,-0.13,-0.04,NOAA gage,-88.577342,30.353184,-3.731344,501573,257524
101,8747437,Bay Waveland Yacht Club,MS,NOAA_NOS,MSL,-89.324100,30.326390,-0.20,-0.06,NOAA gage,-89.323865,30.325726,1.317663,336986,172510
102,8760721,Pilottown,LA,NOAA_NOS,MSL,-89.258310,29.178310,-0.78,-0.24,Vdatum,-89.257123,29.179711,14.3,706270,366197
103,8760922,Pilots Station East SW Pass,LA,NOAA_NOS,MSL,-89.406667,28.931667,-1.03,-0.31,NOAA gage,-89.40599,28.918276,5.79031,861987,444947
104,8761305,Shell Beach,LA,NOAA_NOS,MSL,-89.678981,29.870579,-0.03,-0.01,NOAA gage,-89.67641,29.873904,0.045,254908,130215
105,8761724,Grand Isle,LA,NOAA_NOS,MSL,-89.948940,29.263330,-0.18,-0.06,Vdatum,-89.9503,29.265301,4,690544,358246
106,8761927,New Canal Station,LA,NOAA_NOS,MSL,-90.113330,30.027220,-0.22,-0.07,NOAA gage,-90.115794,30.02607,1.857297,76986,39858
107,8761955,Carrollton,LA,NOAA_NOS,MSL,-90.135470,29.932890,NaN,NaN,NOAA gage,-90.139673,30.023906,1.747726,70787,37298
108,8762075,Port Fourchon Belle Pass,LA,NOAA_NOS,MSL,-90.199300,29.114200,NaN,NaN,NOAA gage,-90.196771,29.100556,-0.419135,779319,399609
109,8762482,West Bank 1 Bayou Gauche,LA,NOAA_NOS,MSL,-90.420280,29.788610,-0.72,-0.22,NOAA gage,-90.326285,30.028443,-0.23344,47579,24845
110,8762483,I-10 Bonnet Carre Floodway,LA,NOAA_NOS,MSL,-90.390000,30.068333,-0.37,-0.11,NOAA gage,-90.390079,30.068849,0.852437,46258,24151
111,8764044,Berwick Atchafalaya River,LA,NOAA_NOS,MSL,-91.237610,29.667500,-1.62,-0.49,NOAA gage,-91.242855,29.613964,-0.611193,302821,154846
112,8764227,LAWMA Amerada Pass,LA,NOAA_NOS,MSL,-91.338110,29.449610,-0.36,-0.11,NOAA gage,-91.340152,29.45036,0.7,558897,290444
113,8764314,Eugene Island North,LA,NOAA_NOS,MSL,-91.383900,29.367500,-0.36,-0.11,Vdatum,-91.380612,29.366821,2.009996,659483,342502
114,8766072,Freshwater Canal Locks,LA,NOAA_NOS,MSL,-92.305000,29.555000,NaN,NaN,none,-92.304526,29.553952,2.716,607769,315632
115,8767816,Lake Charles,LA,NOAA_NOS,MSL,-93.221670,30.223640,-0.31,-0.09,NOAA gage,-93.288244,30.07287,-0.587852,388361,199071
116,8767961,Bulk Terminal,LA,NOAA_NOS,MSL,-93.300810,30.190190,-0.38,-0.12,NOAA gage,-93.3135,30.082862,-2.294562,388358,199070
117,8768094,Calcasieu Pass,LA,NOAA_NOS,MSL,-93.342890,29.768170,0.10,0.03,NOAA gage,-93.343115,29.765384,6,547030,284304
118,8770570,Sabine Pass North,TX,NOAA_NOS,MSL,-93.870100,29.728400,-1.39,-0.42,NOAA gage,-93.867611,29.726858,7.96936,475941,244335
119,8770613,Morgans Point,TX,NOAA_NOS,MSL,-94.985000,29.681700,-0.61,-0.19,NOAA gage,-94.975717,29.60712,2.17489,201327,102652
120,8770822,Texas Point/Sabine Pass,TX,NOAA_NOS,MSL,-93.839780,29.688330,NaN,NaN,none,-93.840732,29.688565,5.73049,507464,263920
121,8771013,Eagle Point,TX,NOAA_NOS,MSL,-94.918300,29.480000,-0.60,-0.18,NOAA gage,-94.917378,29.478205,1.37875,274418,140225
122,8771450,Galveston Pier 21,TX,NOAA_NOS,MSL,-94.793300,29.310000,-0.69,-0.21,NOAA gage,-94.780719,29.296343,-5.26654,481637,247265
123,8772447,Freeport,TX,NOAA_NOS,MSL,-95.302500,28.943310,-0.52,-0.16,NOAA gage,-95.298939,28.936172,13.3478,447625,232260
124,8772471,Freeport Harbor,TX,NOAA_NOS,MSL,-95.295000,28.935000,NaN,NaN,none,-95.294457,28.935643,9.74754,452530,232262
125,8773767,Matagorda Bay Entrance Channel,TX,NOAA_NOS,MSL,-96.330100,28.426900,-0.30,-0.09,Vdatum,-96.328953,28.425559,13.2001,433451,224756
126,8774770,Rockport,TX,NOAA_NOS,MSL,-97.046670,28.021670,-1.12,-0.34,NOAA gage,-96.968133,27.952646,-4.58003,442477,227062
127,8775241,Aransas Pass,TX,NOAA_NOS,MSL,-97.038330,27.836670,NaN,NaN,none,-97.038906,27.837398,8.95709,433191,224619
128,8775870,Bob Hall Pier Corpus Christi,TX,NOAA_NOS,MSL,-97.216700,27.580000,-0.48,-0.15,NOAA gage,-97.217943,27.579442,2.69484,437598,224536
129,8779748,South Padre Island Coast Guard Station,TX,NOAA_NOS,MSL,-97.166667,26.071667,0.19,0.06,NOAA gage,-97.158426,26.075502,-3.38786,499335,256385
130,8779770,Port Isabel,TX,NOAA_NOS,MSL,-97.215000,26.060000,0.04,0.01,NOAA gage,-97.158426,26.075502,-3.38786,499335,256385
131,9751364,Christiansted Harbor St Croix,VI,NOAA_NOS,MSL,-64.705000,17.750000,0.00,0.00,NOAA gage,-64.707736,17.752014,3.18676,2049530,1050897
132,9751381,Lameshur Bay St. John,VI,NOAA_NOS,MSL,-64.724220,18.318250,-0.01,0.00,NOAA gage,-64.725495,18.319808,-4.601383,2137092,1089165
133,9751401,Lime Tree Bay,VI,NOAA_NOS,MSL,-64.753810,17.694720,0.00,0.00,NOAA gage,-64.751059,17.695404,2.0942,2025713,1032740
134,9751639,Charlotte Amalie,VI,NOAA_NOS,MSL,-64.920000,18.335830,-0.46,-0.14,NOAA gage,-64.919897,18.333996,-3.599198,2037645,1038759
135,9752235,Culebra,PR,NOAA_NOS,MSL,-65.302470,18.300860,0.36,0.11,NOAA gage,-65.302242,18.299626,0.781119,2111337,1082635
136,9752695,Esperanza Vieques Island,PR,NOAA_NOS,MSL,-65.471360,18.093860,0.01,0.00,NOAA gage,-65.472547,18.09478,-1.55755,1831042,934033
137,9755371,San Juan,PR,NOAA_NOS,MSL,-66.116420,18.458940,0.00,0.00,NOAA gage,-66.118176,18.458516,10.485471,2349546,1204683
138,9759110,Magueyes Island,PR,NOAA_NOS,MSL,-67.046390,17.970000,-0.22,-0.07,NOAA gage,-67.04427,17.97149,0.262481,2074340,1063590
139,9759394,Mayaguez,PR,NOAA_NOS,MSL,-67.158830,18.217560,-0.14,-0.04,NOAA gage,-67.159123,18.219743,-7.872852,2205229,1123853
140,9759938,Mona Island,PR,NOAA_NOS,MSL,-67.938500,18.089920,-0.51,-0.15,NOAA gage,-67.93707,18.070224,57.953,2500929,1274411
141,9761115,Barbuda,AG,NOAA_NOS,MSL,-61.820560,17.590690,NaN,NaN,NOAA gage,-61.821832,17.585609,56.962,2163644,1102650
